cert_id,jobid,certification_text,is_mandatory
1962,4343,1-2 certifications in your technology stack,0
1963,4344,PMP,1
1964,4344,Microsoft (except Azure),1
1965,4344,Microsoft (except Azure),1
1966,4346,GIAC,0
1967,4346,GIAC,0
1968,4346,GIAC,0
1969,4346,GIAC,0
1970,4346,ISC2 (CISSP/CCSP/SSCP),0
1971,4346,ISC2 (CISSP/CCSP/SSCP),0
1972,4346,Council for Registered Ethical Security Testers (CREST),0
1973,4346,OffSec (OSCP),0
1974,4349,Microsoft (except Azure),0
1975,4353,Salesforce,0
1976,4353,Salesforce,0
1977,4353,Salesforce,0
1978,4353,Salesforce,0
1979,4353,Salesforce,0
1980,4357,PMP,0
1981,4368,CompTIA (A+/Network+/Linux+/Security+),0
1982,4368,CompTIA (A+/Network+/Linux+/Security+),0
1983,4368,CyberSecurity Analyst+,0
1984,4372,PMP,0
1985,4376,Azure,0
1986,4376,AWS,0
1987,4376,GCP,0
1988,4377,MS-500,1
1989,4377,Azure,1
1990,4377,SC-400,1
1991,4377,SC-200,1
1992,4377,SC-100,1
1993,4382,Oracle Certification,0
1994,4384,Technical Support Agility,0
1995,4384,Computer System Literacy,0
1996,4384,Business Literacy,0
1997,4384,Systems Analysis & Design Proficiency,0
1998,4384,Database Administration,0
1999,4386,ISACA (CISA/CISM/CRISC),1
2000,4386,ISO 27005 Risk Manager,1
2001,4386,ISO 27001,1
2002,4389,Cisco (CCNA/CCNP/CCIE),0
2003,4394,Salesforce,1
2004,4403,Cisco (CCNA/CCNP/CCIE),1
2005,4403,ITIL,0
2006,4416,Cisco (CCNA/CCNP/CCIE),0
2007,4416,Microsoft (except Azure),0
2008,4420,MAS8 Deployment Professional Certification,1
2009,4434,ITIL,0
2010,4434,ISC2 (CISSP/CCSP/SSCP),0
2011,4434,PMP,0
2012,4438,Microsoft (except Azure),0
2013,4438,VMware,0
2014,4439,CompTIA (A+/Network+/Linux+/Security+),0
2015,4439,CompTIA (A+/Network+/Linux+/Security+),0
2016,4439,Microsoft (except Azure),0
2017,4445,Azure,0
2018,4452,Scrum certification,0
2019,4453,MCP,0
2020,4453,Microsoft (except Azure),0
2021,4454,ITIL,1
2022,4455,ISC2 (CISSP/CCSP/SSCP),0
2023,4455,ISACA (CISA/CISM/CRISC),0
2024,4460,Azure,0
2025,4460,Microsoft (except Azure),0
2027,4461,Hashicorp,1
2028,4464,PMP,0
2029,4467,Cisco (CCNA/CCNP/CCIE),0
2030,4467,CDCP,0
2031,4467,ITIL,0
2032,4472,CompTIA (A+/Network+/Linux+/Security+),0
2033,4472,ISC2 (CISSP/CCSP/SSCP),0
2034,4472,ISACA (CISA/CISM/CRISC),0
2035,4472,Certified Ethical Hacker (CEH),0
2036,4472,GCIH,0
2037,4472,GPEN,0
2038,4472,ISO 27001,0
2039,4479,Azure,0
2040,4479,Microsoft (except Azure),0
2041,4486,ITIL,0
2042,4489,Microsoft (except Azure),1
2043,4494,PCI DSS,0
2044,4494,ISO 27001,0
2045,4498,CompTIA (A+/Network+/Linux+/Security+),1
2046,4498,CC,1
2047,4498,GSEC,1
2048,4498,ISC2 (CISSP/CCSP/SSCP),1
2049,4498,Certified Ethical Hacker (CEH),1
2050,4498,CompTIA (A+/Network+/Linux+/Security+),1
2051,4498,ISC2 (CISSP/CCSP/SSCP),1
2052,4498,ISACA (CISA/CISM/CRISC),1
2053,4498,OffSec (OSCP),1
2054,4501,ITIL,0
2055,4506,ITIL,0
2056,4509,Salesforce,1
2057,4532,ITIL,0
2059,4532,Cisco (CCNA/CCNP/CCIE),0
2060,4534,Agile Scrum Master Certification,1
2061,4545,AWS,0
2062,4545,Azure,0
2063,4545,Google Cloud Foundational,0
2064,4552,Computer Systems Servicing,0
2065,4552,Programming,0
2066,4552,CompTIA (A+/Network+/Linux+/Security+),0
2067,4552,Azure,0
2069,4556,Hashicorp,0
2070,4557,ITIL,0
2071,4557,ITIL,0
2072,4566,Cisco (CCNA/CCNP/CCIE),1
2073,4568,Cisco (CCNA/CCNP/CCIE),1
2074,4569,ITIL,0
2075,4577,CPA,0
2076,4578,Microsoft (except Azure),1
2077,4578,VMware,1
2078,4578,ITIL,0
2079,4585,ITIL,0
2080,4588,GISA,0
2081,4588,GSEC,0
2082,4588,ISC2 (CISSP/CCSP/SSCP),0
2083,4588,ISACA (CISA/CISM/CRISC),0
2084,4588,Trellix,0
2085,4588,ForcePoint,0
2087,4589,IT Security,0
2088,4595,CITPM,0
2089,4595,PMP,0
2090,4595,VCP,0
2091,4595,ITIL,0
2092,4595,Cisco (CCNA/CCNP/CCIE),0
2093,4612,Cisco (CCNA/CCNP/CCIE),0
2094,4612,Microsoft (except Azure),0
2095,4612,VCP,0
2096,4617,Microsoft (except Azure),1
2097,4620,UiPath Advance Certified,1
2098,4624,SharePoint administration or development,0
2099,4629,CompTIA (A+/Network+/Linux+/Security+),1
2100,4629,CCISP,1
2101,4629,ISC2 (CISSP/CCSP/SSCP),1
2102,4633,ITIL,1
2103,4640,ISC2 (CISSP/CCSP/SSCP),0
2104,4640,ISACA (CISA/CISM/CRISC),0
2105,4640,Certified Ethical Hacker (CEH),0
2106,4644,ISC2 (CISSP/CCSP/SSCP),0
2107,4644,ISACA (CISA/CISM/CRISC),0
2108,4644,ISACA (CISA/CISM/CRISC),0
2109,4644,CIA,0
2110,4647,PMP,0
2111,4647,Agile,0
2112,4655,PRINCE2,0
2113,4657,PRINCE2,0
2114,4657,PMBOK,0
2115,4659,Cisco (CCNA/CCNP/CCIE),0
2116,4663,GIAC,0
2117,4663,GIAC,0
2118,4663,GIAC,0
2119,4663,ISC2 (CISSP/CCSP/SSCP),0
2120,4663,CSCP,0
2121,4663,ISC2 (CISSP/CCSP/SSCP),0
2122,4663,ISACA (CISA/CISM/CRISC),0
2123,4663,ISACA (CISA/CISM/CRISC),0
2124,4671,ITIL,0
2125,4675,Prosci Change Methodology,1
2126,4690,CNE,0
2127,4690,Microsoft (except Azure),0
2128,4690,CPA,0
2129,4690,Oracle,0
2130,4697,PMP,0
2131,4697,CITPM,0
2132,4705,Agile Certifications,1
2133,4710,Oracle Cloud Infrastructure certification,1
2134,4712,ITIL,0
2135,4712,PMP,0
2136,4712,PRINCE2,0
2137,4717,Oracle Cloud Financials Certified Implementation Specialist,0
2138,4720,CompTIA (A+/Network+/Linux+/Security+),0
2139,4720,ISC2 (CISSP/CCSP/SSCP),0
2140,4720,ISACA (CISA/CISM/CRISC),0
2141,4720,Certified Ethical Hacker (CEH),0
2142,4720,GCIH,0
2143,4720,GPEN,0
2144,4720,ISO 27001,0
2145,4720,ISO 27002,0
2146,4728,Cisco (CCNA/CCNP/CCIE),0
2147,4728,Cisco (CCNA/CCNP/CCIE),0
2148,4760,ISACA (CISA/CISM/CRISC),0
2149,4760,ISC2 (CISSP/CCSP/SSCP),0
2150,4760,Certified Ethical Hacker (CEH),0
2151,4760,Cisco (CCNA/CCNP/CCIE),0
2152,4778,AWS,0
2153,4778,Azure,0
2154,4778,DevOps Foundation,0
2155,4778,DevOps Engineering,0
2156,4785,Construction white card,1
2157,4785,First aid and CPR,1
2158,4785,Working at heights,0
2159,4787,Accredited Tier Designer (ATD),0
2160,4787,Certified Data Centre Professional (CDCP),0
2161,4787,Chartered Engineer in Electrical or MVAC,0
2162,4812,Certificate in Technical Writing or Software Documentation,0
2163,4813,ITIL,1
2164,4815,PMP,1
2165,4815,PRINCE2,1
2166,4819,Rigging Certification,1
2167,4819,Australian Driver's License,1
2168,4819,Construction White Card,1
2169,4819,Working at Heights Certification,1
2170,4823,ITIL,0
2171,4823,ITIL,0
2172,4828,Cisco (CCNA/CCNP/CCIE),0
2173,4828,Cisco (CCNA/CCNP/CCIE),0
2174,4831,Certificate of Registration of Electrical Worker (Grade:A/B),1
2175,4839,ISO 9001,1
2176,4839,ISO 14001,1
2177,4839,ISO 45001,1
2178,4843,AWS,1
2179,4843,Azure,1
2180,4843,Cert in Google,1
2181,4843,Cert in DevOps,1
2182,4844,CompTIA (A+/Network+/Linux+/Security+),0
2183,4844,Microsoft (except Azure),0
2184,4848,Microsoft (except Azure),0
2185,4848,MD-100,0
2186,4848,MD-101,0
2187,4859,Chartered Professional Engineer,0
2188,4870,Microsoft (except Azure),0
2189,4886,Project Management certification,0
2190,4887,Riggers Ticket,1
2191,4887,Elevated Work Platform Ticket,1
2192,4887,Safe Work at Heights qualifications,1
2193,4893,PMP,0
2194,4893,PRINCE2,0
2195,4897,CSSA,1
2196,4901,AWS,0
2197,4901,Scrum Master,0
2198,4902,Construction Industry Induction (White Card),1
2199,4902,First Aid (CPR),1
2200,4902,TPG Accreditation,1
2201,4909,Salesforce,1
2202,4912,Microsoft (except Azure),1
2203,4914,CompTIA (A+/Network+/Linux+/Security+),0
2204,4914,MCP,0
2205,4914,CompTIA (A+/Network+/Linux+/Security+),0
2206,4918,ITIL,1
2207,4923,Microsoft (except Azure),1
2208,4927,Cisco (CCNA/CCNP/CCIE),0
2209,4927,MCP,0
2210,4937,Cloud certifications in Cloud applications,0
2211,4942,RCDD,0
2212,4942,Cisco (CCNA/CCNP/CCIE),0
2213,4942,Cisco (CCNA/CCNP/CCIE),0
2214,4942,CWNA,0
2215,4942,CWDP,0
2216,4942,DCD,0
2217,4950,Databricks Certification,0
2218,4953,CompTIA (A+/Network+/Linux+/Security+),0
2220,4953,Cisco (CCNA/CCNP/CCIE),0
2221,4953,Microsoft (except Azure),0
2222,4953,Cisco (CCNA/CCNP/CCIE),0
2223,4957,ISO270001,0
2224,4972,Data Analytics,0
2225,4972,Internet of Things (IoT),0
2226,4972,Artificial Intelligence (AI) and Machine Learning (ML),0
2227,4980,AWS,0
2228,4992,Cisco (CCNA/CCNP/CCIE),1
2229,4992,Cloud Certifications,0
2230,4992,AGSVA Clearance,0
2231,4994,ISC2 (CISSP/CCSP/SSCP),0
2232,4994,Azure,0
2233,4994,Azure,0
2234,4998,Qlik Sense Developer,1
2235,4998,Qlik Sense Administrator,1
2236,5003,PRINCE2,0
2237,5005,OTDR,1
2238,5005,IL,1
2239,5005,Fibre splicing accreditation,1
2240,5005,ACA License,1
2241,5012,Data Centre Operations,0
2242,5015,Anaplan Solution Architect certified,1
2243,5018,PMP,0
2244,5018,ISC2 (CISSP/CCSP/SSCP),0
2245,5027,Cloud technology,0
2246,5028,Confined Space Trained,1
2247,5028,Construction Industry Card,1
2248,5028,Rail Safe Card (Level 1),1
2249,5028,First Aid,0
2250,5029,Nutanix Foundation,1
2251,5030,Cloud technology certification,0
2252,5032,AIPM Certified Practising Project Manager,0
2253,5040,AWS,0
2254,5040,Certified Kubernetes Administrator,0
2255,5042,ISC2 (CISSP/CCSP/SSCP),1
2256,5051,LEAN,0
2257,5051,Six Sigma,0
2258,5059,Cisco (CCNA/CCNP/CCIE),0
2259,5059,Cisco (CCNA/CCNP/CCIE),0
2260,5066,Salesforce,0
2261,5067,ISO 27001,1
2262,5067,FAIR Foundation,1
2263,5067,ISACA (CISA/CISM/CRISC),1
2264,5067,ISACA (CISA/CISM/CRISC),1
2265,5067,CGEIT,1
2266,5083,Cisco (CCNA/CCNP/CCIE),0
2268,5086,ITIL,1
2269,5086,VMware,1
2270,5087,ISO 27001,0
2271,5087,ISC2 (CISSP/CCSP/SSCP),0
2272,5087,CompTIA (A+/Network+/Linux+/Security+),0
2273,5096,TOGAF,0
2274,5096,ArchiMate,0
2275,5099,Microsoft (except Azure),1
2276,5099,Azure,1
2277,5101,Cisco (CCNA/CCNP/CCIE),0
2278,5101,Certified Ethical Hacker (CEH),0
2279,5102,AWS,0
2280,5102,Azure,0
2281,5106,JNCIA,0
2282,5106,JNCIS,0
2283,5106,JNCIP,0
2284,5106,ISC2 (CISSP/CCSP/SSCP),0
2285,5113,PMP,0
2286,5113,PRINCE2,0
2287,5138,Microsoft (except Azure),0
2288,5140,ITIL,0
2289,5140,ISC2 (CISSP/CCSP/SSCP),0
2290,5142,ISACA (CISA/CISM/CRISC),0
2291,5142,ISC2 (CISSP/CCSP/SSCP),0
2292,5142,ISACA (CISA/CISM/CRISC),0
2293,5158,CREST,0
2294,5165,AGSVA NV1 Clearance,1
2295,5166,Salesforce,0
2296,5171,Azure,0
2297,5171,AWS,0
2298,5181,Salesforce,0
2299,5181,Salesforce,0
2300,5181,Salesforce,0
2301,5181,Salesforce,0
2302,5181,Salesforce,0
2303,5184,Microsoft (except Azure),1
2304,5184,Microsoft (except Azure),0
2305,5188,Cisco DevNet,0
2306,5188,Azure,0
2307,5199,ISACA (CISA/CISM/CRISC),0
2308,5199,ISACA (CISA/CISM/CRISC),0
2309,5199,ISC2 (CISSP/CCSP/SSCP),0
2310,5207,Azure,0
2311,5208,Sitecore certification,0
2312,5212,ISC2 (CISSP/CCSP/SSCP),1
2313,5212,ISACA (CISA/CISM/CRISC),1
2314,5212,ISACA (CISA/CISM/CRISC),1
2315,5212,CGEIT,1
2316,5217,Cisco (CCNA/CCNP/CCIE),1
2317,5219,Cisco (CCNA/CCNP/CCIE),0
2318,5219,Cisco (CCNA/CCNP/CCIE),0
2319,5219,HCIA,0
2320,5219,HCIP,0
2321,5219,ISACA (CISA/CISM/CRISC),0
2322,5219,ISC2 (CISSP/CCSP/SSCP),0
2326,5220,Working at heights,1
2327,5220,Tower Rescue,1
2328,5220,RadHaz / EME Awareness,1
2329,5220,Rigging ticket,1
2330,5226,ISC2 (CISSP/CCSP/SSCP),0
2331,5226,ISACA (CISA/CISM/CRISC),0
2332,5227,ISC2 (CISSP/CCSP/SSCP),0
2333,5227,Certified Ethical Hacker (CEH),0
2334,5237,OffSec (OSCP),1
2335,5237,CRT,1
2336,5241,Azure,1
2337,5241,AWS,1
2338,5241,Linux,0
2339,5241,Windows,0
2340,5242,TOGAF,0
2341,5244,JavaScript frameworks certifications,0
2342,5244,Project management certifications,0
2343,5245,ISC2 (CISSP/CCSP/SSCP),0
2344,5245,Certified Ethical Hacker (CEH),0
2345,5245,CompTIA (A+/Network+/Linux+/Security+),0
2346,5245,ISC2 (CISSP/CCSP/SSCP),0
2347,5252,CBCI,0
2348,5252,MBCI,0
2349,5258,Red Hat (RHCSA/RHCE/RHCA),0
2350,5258,Microsoft (except Azure),0
2351,5258,CompTIA (A+/Network+/Linux+/Security+),0
2352,5258,Cisco (CCNA/CCNP/CCIE),0
2353,5258,Cisco (CCNA/CCNP/CCIE),0
2354,5258,Cisco (CCNA/CCNP/CCIE),0
2355,5258,CCVP,0
2356,5258,Nice NCSE,0
2357,5258,Verint (Impact360),0
2358,5258,CompTIA (A+/Network+/Linux+/Security+),0
2359,5258,Advanced SIP certification (SSCA),0
2360,5259,Certified Ethical Hacker (CEH),1
2361,5259,ECC Certified SOC Analyst,1
2362,5259,CompTIA (A+/Network+/Linux+/Security+),1
2363,5259,CompTIA (A+/Network+/Linux+/Security+),1
2364,5259,ISC2 (CISSP/CCSP/SSCP),0
2365,5259,GIAC,0
2366,5259,GIAC,0
2367,5259,SANS: Security essential SEC401,0
2368,5273,ISC2 (CISSP/CCSP/SSCP),0
2369,5273,ISACA (CISA/CISM/CRISC),0
2370,5273,Certified Ethical Hacker (CEH),0
2371,5273,Azure,0
2372,5273,AWS,0
2373,5273,GCP,0
2374,5297,ISACA (CISA/CISM/CRISC),0
2375,5297,ISC2 (CISSP/CCSP/SSCP),0
2376,5297,ISACA (CISA/CISM/CRISC),0
2377,5308,ISACA (CISA/CISM/CRISC),1
2378,5308,SAP,1
2379,5308,SAP,1
2380,5308,SAP,1
2381,5308,SAP,1
2382,5320,Azure,0
2383,5320,AWS,0
2384,5320,Google Cloud Platform Analytics,0
2385,5326,Microsoft (except Azure),1
2386,5328,Cisco (CCNA/CCNP/CCIE),1
2387,5328,Collaboration,1
2388,5328,equivalent,1
2389,5331,TAE40116 Certificate IV in Training & Assessment,1
2390,5335,TOGAF 9,0
2391,5335,COBIT 5 Foundation,0
2392,5335,SAFe,0
2393,5335,Scrum,0
2394,5335,ITIL,0
2395,5336,Azure,0
2396,5336,AWS,0
2397,5336,Google Cloud Platform Analytics,0
2398,5338,Microsoft (except Azure),0
2399,5338,Microsoft (except Azure),0
2400,5342,Six Sigma,0
2401,5343,Project Management qualification,1
2402,5344,ITIL,1
2403,5348,ITIL,1
2404,5349,PMP,0
2405,5350,8570 IAT Level II Baseline Certifications,1
2406,5350,Microsoft (except Azure),0
2407,5350,Red Hat (RHCSA/RHCE/RHCA),0
2408,5350,Cisco (CCNA/CCNP/CCIE),0
2409,5350,Cisco (CCNA/CCNP/CCIE),0
2410,5378,NSE4,1
2411,5378,F5 BIG-IP,1
2412,5378,Cisco (CCNA/CCNP/CCIE),1
2413,5381,PMP,0
2414,5383,Cisco (CCNA/CCNP/CCIE),0
2415,5383,ISC2 (CISSP/CCSP/SSCP),0
2416,5383,Cloud Certifications,0
2417,5402,Agile/Scrum Master,0
2418,5408,F5 Certified 101 & 201 level,0
2419,5419,NC2 graduate in Electronics and Information Technology Management (EIM),1
2420,5425,Saudi Engineering Council registration,1
2421,5426,NC II Computer Hardware Servicing,1
2422,5426,NC II PC Operations,1
2423,5427,Cisco (CCNA/CCNP/CCIE),1
2424,5429,PMP,0
2425,5429,Uptime ATD Certification,0
2426,5429,MEP Architecture or Engineer Certification,0
2427,5431,InfoComm CTS (Certified Technology SpecialistTM),0
2428,5439,ISTQB,0
2430,5440,Cisco (CCNA/CCNP/CCIE),1
2431,5440,VMware,1
2432,5441,Azure,0
2433,5441,AWS,0
2434,5446,Cloud,0
2435,5446,Security,0
2436,5449,PMP,1
2437,5449,PRINCE2,1
2438,5452,PMP,0
2439,5452,CSM,0
2440,5452,A-CSM,0
2441,5456,Cisco (CCNA/CCNP/CCIE),0
2442,5456,Cloud certifications,0
2443,5456,AGSVA clearance,0
2444,5470,AWS,0
2445,5470,Azure,0
2446,5470,Google Cloud Certified - Professional Cloud Architect,0
2447,5471,ITIL,1
2448,5474,Dell Boomi,0
2449,5474,TOGAF,0
2450,5475,Cisco (CCNA/CCNP/CCIE),1
2451,5475,HCNA,1
2452,5475,Ciena Network Installer Certificate,1
2453,5476,Six Sigma,0
2454,5476,PMP,0
2455,5476,PMI,0
2456,5476,Agile,0
2457,5479,Azure,0
2458,5480,Azure,0
2459,5482,ITIL,1
2460,5482,ITIL,1
2461,5483,ISC2 (CISSP/CCSP/SSCP),0
2462,5483,ISACA (CISA/CISM/CRISC),0
2463,5485,ITIL,0
2464,5486,Microsoft (except Azure),0
2465,5486,CompTIA (A+/Network+/Linux+/Security+),0
2466,5486,ITIL,0
2467,5495,ISC2 (CISSP/CCSP/SSCP),0
2468,5495,ISACA (CISA/CISM/CRISC),0
2469,5495,ISACA (CISA/CISM/CRISC),0
2470,5499,ACCA,0
2471,5499,CPA Singapore,0
2472,5505,ITIL,0
2473,5505,Cisco (CCNA/CCNP/CCIE),0
2474,5505,PMP,0
2475,5506,CompTIA (A+/Network+/Linux+/Security+),0
2476,5506,GIAC,0
2477,5506,GIAC,0
2478,5513,PMP,0
2479,5513,ITIL,0
2480,5515,ITPEC,1
2481,5518,AWS,1
2482,5519,Relevant industry/discipline certification,0
2483,5520,NV1 security clearance,1
2484,5521,Cisco (CCNA/CCNP/CCIE),1
2485,5521,Microsoft (except Azure),1
2486,5521,ITIL,1
2487,5521,Cisco (CCNA/CCNP/CCIE),1
2488,5539,ISC2 (CISSP/CCSP/SSCP),0
2489,5539,ISC2 (CISSP/CCSP/SSCP),0
2490,5543,Azure,0
2491,5549,Certified Professional Project Manager (CPPM),0
2492,5549,Academic or Professional level T&E qualification,0
2493,5556,Prosci,1
2494,5556,PCI,1
2495,5569,Business Analysis qualifications,0
2496,5577,Microsoft (except Azure),0
2497,5578,TOGAF,0
2498,5578,Certified Solutions Architect,0
2499,5578,Azure,0
2501,5587,Google,0
2502,5587,Cisco (CCNA/CCNP/CCIE),0
2503,5587,Apple,0
2504,5590,ITIL,0
2505,5595,Cisco (CCNA/CCNP/CCIE),1
2506,5595,Cisco (CCNA/CCNP/CCIE),1
2507,5595,Cisco (CCNA/CCNP/CCIE),0
2508,5604,PRINCE2,1
2509,5604,PMBOK,1
2510,5612,PMI,0
2511,5613,Microsoft (except Azure),0
2512,5613,Cisco (CCNA/CCNP/CCIE),0
2513,5626,ITIL,1
2514,5634,ISC2 (CISSP/CCSP/SSCP),0
2515,5634,ISACA (CISA/CISM/CRISC),0
2516,5634,CGEIT,0
2517,5634,ISACA (CISA/CISM/CRISC),0
2518,5643,PMP,1
2519,5643,PMI,1
2520,5643,Agile,1
2521,5648,IIBA,1
2522,5648,CAP,1
2523,5649,Cisco (CCNA/CCNP/CCIE),0
2524,5649,ITIL,0
2525,5654,PMI,0
2526,5656,Microsoft (except Azure),1
2527,5667,Salesforce,0
2528,5668,GCFA,1
2529,5668,GCFE,1
2530,5668,CFCE,1
2531,5668,GREM,1
2532,5668,GCFR,1
2533,5672,Certified Ethical Hacker (CEH),1
2534,5672,ISACA (CISA/CISM/CRISC),1
2535,5672,CompTIA (A+/Network+/Linux+/Security+),1
2536,5672,CompTIA (A+/Network+/Linux+/Security+),1
2537,5672,ISACA (CISA/CISM/CRISC),1
2538,5673,Cisco (CCNA/CCNP/CCIE),1
2539,5673,JNCIE,1
2540,5673,VCP,1
2541,5673,Fortinet NSE 4+,1
2542,5676,PMP,0
2543,5682,Microsoft (except Azure),1
2544,5682,VCP,1
2545,5682,Red Hat (RHCSA/RHCE/RHCA),1
2546,5684,Cisco (CCNA/CCNP/CCIE),0
2547,5684,CCDP,0
2548,5688,AWS,0
2549,5688,Azure,0
2550,5689,HCIP-DataCom,1
2551,5689,HCIE-DataCom,1
2552,5689,H3CIE-RS,1
2553,5693,Cisco (CCNA/CCNP/CCIE),0
2554,5693,Cisco (CCNA/CCNP/CCIE),0
2555,5698,Microsoft (except Azure),0
2556,5698,Microsoft (except Azure),0
2557,5698,MCF,0
2558,5698,MCE,0
2559,5698,MOS,0
2560,5698,Server+,0
2561,5698,CompTIA (A+/Network+/Linux+/Security+),0
2562,5698,CompTIA (A+/Network+/Linux+/Security+),0
2563,5704,Network/Cyber Security,0
2564,5705,Red Hat (RHCSA/RHCE/RHCA),0
2565,5705,LPIC-1,0
2566,5705,CompTIA (A+/Network+/Linux+/Security+),0
2567,5713,FPC,0
2568,5713,CPP,0
2569,5713,CPA,0
2570,5718,ITIL,1
2571,5727,AWS,1
2572,5727,AWS,1
2573,5733,Cisco (CCNA/CCNP/CCIE),1
2574,5733,Azure,1
2575,5743,ISO 9000,1
2576,5743,ISO 27001,1
2577,5743,SOX,1
2578,5747,Azure,0
2579,5749,Red Hat (RHCSA/RHCE/RHCA),0
2580,5749,AWS,0
2581,5749,CKAD,0
2582,5751,OutSystems certifications,0
2583,5755,Cisco (CCNA/CCNP/CCIE),0
2584,5755,ISC2 (CISSP/CCSP/SSCP),0
2585,5755,Cloud Certifications,0
2586,5761,VCP,1
2587,5761,Microsoft (except Azure),1
2588,5761,Microsoft (except Azure),1
2589,5761,MCITP EA,1
2590,5772,PMP,0
2591,5772,PMI,0
2592,5772,Agile,0
2593,5773,Cisco (CCNA/CCNP/CCIE),0
2594,5775,GIAC,0
2595,5775,GIAC,0
2596,5775,GIAC,0
2597,5775,GIAC,0
2598,5775,ISC2 (CISSP/CCSP/SSCP),0
2599,5775,ISC2 (CISSP/CCSP/SSCP),0
2600,5775,Council for Registered Ethical Security Testers (CREST),0
2601,5775,OffSec (OSCP),0
2602,5781,Samsung Knox Associate,1
2603,5781,Samsung Knox Professional,1
2604,5781,Samsung Knox Expert,1
2605,5781,Android Enterprise Associate,1
2606,5781,Android Enterprise Professional,1
2607,5781,Android Enterprise Expert,1
2608,5781,Jamf 100,1
2609,5781,Jamf 170,1
2610,5781,Jamf 370,1
2611,5781,Jamf 200,1
2612,5781,Jamf 300,1
2613,5781,Jamf 400,1
2614,5781,Azure,1
2615,5781,Microsoft (except Azure),1
2616,5781,Microsoft (except Azure),1
2617,5781,Microsoft (except Azure),1
2618,5781,Microsoft (except Azure),1
2619,5781,Teams Meetings and Meeting Rooms Technical Assessment,1
2620,5784,Microsoft (except Azure),0
2621,5784,Microsoft (except Azure),0
2622,5784,Microsoft (except Azure),0
2623,5784,Microsoft (except Azure),0
2624,5784,Microsoft (except Azure),0
2625,5787,PMP,0
2626,5787,PRINCE2,0
2627,5792,AWS,0
2628,5794,NV1 or higher,1
2629,5801,Cisco (CCNA/CCNP/CCIE),0
2631,5806,Salesforce,0
2632,5807,ISTQB,0
2633,5815,SAP,1
2634,5826,Azure,0
2635,5826,Alibaba Cloud Certified Associate (ACA),0
2636,5826,Huawei Certified ICT Professional (HCIP),0
2637,5826,ITIL,0
2638,5826,PMP,0
2639,5826,ISC2 (CISSP/CCSP/SSCP),0
2640,5827,ISC2 (CISSP/CCSP/SSCP),0
2641,5828,SANS certification,1
2642,5828,GCIH,1
2643,5833,Cisco (CCNA/CCNP/CCIE),1
2644,5840,Cisco (CCNA/CCNP/CCIE),0
2645,5840,Cisco (CCNA/CCNP/CCIE),0
2646,5842,Microsoft (except Azure),0
2647,5842,MCITP,0
2648,5842,Cisco (CCNA/CCNP/CCIE),0
2649,5842,VMware,0
2650,5850,Six Sigma,0
2651,5850,PMP,0
2652,5850,PMI,0
2653,5850,Agile,0
2654,5852,PMP,1
2655,5852,PRINCE2,1
2656,5856,Fortinet NSE,0
2657,5856,Cisco (CCNA/CCNP/CCIE),0
2658,5856,MTCNA,0
2659,5860,ServiceNow Implementation,0
2660,5860,ServiceNow Developer,0
2661,5865,Cisco (CCNA/CCNP/CCIE),0
2662,5867,CompTIA (A+/Network+/Linux+/Security+),0
2663,5867,Certified Ethical Hacker (CEH),0
2664,5868,CompTIA (A+/Network+/Linux+/Security+),0
2665,5868,Microsoft (except Azure),0
2666,5868,CompTIA (A+/Network+/Linux+/Security+),0
2667,5868,Certified Kubernetes Administrator - CKA,0
2668,5870,TOGAF,0
2669,5870,Zachman,0
2670,5874,ITIL,0
2671,5874,SDA,0
2672,5874,CompTIA (A+/Network+/Linux+/Security+),0
2673,5881,PMP,0
2674,5881,PRINCE2,0
2675,5889,PM,0
2676,5889,PSM,0
2677,5897,Six Sigma,0
2678,5897,PMP,0
2679,5897,PMI,0
2680,5897,Agile,0
2681,5901,Cisco (CCNA/CCNP/CCIE),1
2682,5901,Cisco (CCNA/CCNP/CCIE),1
2683,5909,PMP,0
2684,5909,CCMP,0
2685,5913,ISC2 (CISSP/CCSP/SSCP),0
2686,5913,ISACA (CISA/CISM/CRISC),0
2687,5914,Cisco (CCNA/CCNP/CCIE),1
2688,5914,Cisco (CCNA/CCNP/CCIE),1
2689,5914,Cisco (CCNA/CCNP/CCIE),1
2690,5915,ITIL,1
2691,5915,ITIL,0
2692,5915,Service Manager,0
2693,5917,MS-100,0
2694,5917,MS500,0
2695,5921,Cisco (CCNA/CCNP/CCIE),1
2696,5921,Cisco (CCNA/CCNP/CCIE),1
2697,5925,Certified Business Analysis Professional (CBAP),0
2698,5926,Microsoft (except Azure),0
2699,5926,AWS,0
2700,5926,Google Certifications,0
2705,5930,Fortinet NSE / FCP,1
2706,5930,Cisco (CCNA/CCNP/CCIE),0
2707,5936,Salesforce,1
2708,5937,CDMP,0
2709,5937,DAMA,0
2710,5938,Open source industry certifications,0
2711,5945,ITIL,0
2712,5954,SAP,0
2713,5966,"Oracle CX Cloud Certification (Sales, Service or CPQ)",0
2714,5969,IT Systems/Data/Voice Related Courses,0
2715,5971,Cloud Certification,0
2716,5980,ISO 27001,1
2717,5980,ISO 20000-1,1
2718,5980,ISO 22301,1
2719,5980,ISACA (CISA/CISM/CRISC),1
2720,5980,ISACA (CISA/CISM/CRISC),1
2721,5980,ISC2 (CISSP/CCSP/SSCP),1
2722,5994,Six Sigma,0
